1 Q0 42920
1 P0 10263
1 SP 130406
1 FF 145790
1 DI 22770
1 CC 26353
1 DD 3341
1 VM 72673
1 AO 3313
1 DA 99616
1 WW 4655
1 VA 17163
1 VS 16184
1 II 23
1 ZZ 28188
1 CS 10508
1 DT 53
1 DR 115
1 DP 20
1 PR 11423
1 AQ 46277
1 PP 5577
1 PT 265
1 PX 7594
1 NC 155454
1 RG 21482
1 PD 889
1 NP 101253
1 RN 2787
1 PI 1618
2 VM consagra -11.1937252053
2 NP SEU -9.04047096437
2 VM eliminar -7.43252508957
2 WW 18_de_juliol_de_1936 -6.83625927728
2 VM eliminat -8.99650062793
2 NP SER -10.8322304336
2 NP Larentàlia -11.5253776142
2 NP Premi_Ciutat_de_Vila-real -11.5253776142
2 NP Pedrabona -11.5253776142
2 NP Pleurat_II -10.8322304336
2 NC cap_d'_Estat -10.5678107858
2 VM amenaçada -5.02202460786
2 NP Hieró_I_de_Siracusa -11.5253776142
2 NP València_CF -9.44593607248
2 AQ dubtoses -10.7424003564
2 NP Setge_de_Malta -11.5253776142
2 NC lleres -11.9541051469
2 NP Otomo_Otomaro -11.5253776142
2 VM destrueix -9.40196573604
2 NC matí -8.77605131655
2 RG des_de_sempre -9.2818234736
2 NP Diggory -11.5253776142
2 ZZ 4,2 -10.2466516344
2 NP Mildred_Dunnock -10.8322304336
2 NP Josep_M._Gilbert -11.5253776142
2 NC microprocessadors -11.9541051469
2 NC interregne -10.8554928582
2 PI moltíssim -7.38894609762
2 NP Batalla_de_Yorktown -11.5253776142
2 VM indemnitzar -11.1937252053
2 NP Talia_Shire -11.5253776142
2 VM pagats -11.1937252053
2 VM aparèixer -7.13328219472
2 VM comunicava -10.0951129166
2 NP Eix -9.5794674651
2 NC imitació -9.75688056957
2 NP Àtila -11.5253776142
2 VM continuar -6.90326576412
2 NC salvació -10.5678107858
2 ZZ C-1414 -10.2466516344
2 NP Ieharu -11.5253776142
2 ZZ C-1411 -10.2466516344
2 NC socialista -11.9541051469
2 NP Hotel_Santa_Clara_Libre -11.5253776142
2 NP Batalla_de_Guadalajara -10.4267653255
2 NC ús -7.18342052244
2 NP Lollie -11.5253776142
2 NC marededéu -11.2609579663
2 NP Sant_Jordi_de_Faió -11.5253776142
2 VM enriquir -9.80743084415
2 VM devant -11.1937252053
2 NP Sweet -11.5253776142
2 NC sencill -11.9541051469
2 NP IBM_PC -11.5253776142
2 VM Anem -11.1937252053
2 NP Castell_de_les_Torrocelles -11.5253776142
2 NC papat -11.9541051469
2 NC cum -11.2609579663
2 NC cul -11.2609579663
2 NP Norbert -11.5253776142
2 NC cub -10.3446672345
2 NC cua -8.58680931692
2 NP Ulster -10.8322304336
2 NP John_Tardy -10.8322304336
2 NP Z_A._Adak -11.5253776142
2 RG òpticament -9.97497065416
2 NP Soldans_de_el_Marroc -11.5253776142
2 VM abrevient -11.1937252053
2 NP Diarmait -11.5253776142
2 NP Maine -10.4267653255
2 NC comparació -9.5562098741
2 AQ estranys -8.66295881471
2 VM tinguera -10.5005780247
2 VM calculat -10.5005780247
2 NP Robin_Hood -11.5253776142
2 NP Diesmos -8.81732741306
2 NC misterieuse -11.9541051469
2 AQ estranya -8.66295881471
2 NP Zacynthus -11.5253776142
2 NC Diputats -11.9541051469
2 VM cohesionada -11.1937252053
2 VM reputat -11.1937252053
2 NC esdeveniment -9.38915578944
2 NP Horta -9.32815303682
2 NC triomfs -10.8554928582
2 NP Teatre_Victòria_de_Barcelona -11.5253776142
2 NP Giovanni_Giolitti -10.8322304336
2 VM albirar -10.5005780247
2 NP Pupeye -10.4267653255
2 NP Pacuvia -11.5253776142
2 AQ parlamentària -8.66295881471
2 NP Districte_de_Berchtesgadener_Land_de_l'_Alta_Baviera -11.5253776142
2 VM subdivideix -10.5005780247
2 NP FSOB -11.5253776142
2 VM guerre -11.1937252053
2 NC industrias -11.9541051469
2 NP Carretera_de_Folques -11.5253776142
2 NP Sons_For_You -11.5253776142
2 NP NE_de_el_Principat_de_Catalunya -11.5253776142
2 AQ iugoslau -10.7424003564
2 NC finestró -11.9541051469
2 AQ brutals -10.7424003564
2 VM inundat -10.5005780247
2 RG told -9.2818234736
2 NC obenures -11.9541051469
2 NC unas -11.2609579663
2 NC W -11.9541051469
2 NP Frederica_Montseny -11.5253776142
2 VM tancant -9.80743084415
2 NC S -9.46919849711
2 NP Albí -11.5253776142
2 VM excloses -11.1937252053
2 NP Hinganghat -11.5253776142
2 NC G -11.9541051469
2 NP Torre_d'_Estorm -11.5253776142
2 NC M -10.5678107858
2 NP Ch½ur_de_Radio_France -11.5253776142
2 NC O -11.9541051469
2 NC N -11.9541051469
2 NC I -7.6500400537
2 NC t -9.87466360522
2 AQ japonesa -7.60690614046
2 NC v -9.38915578944
2 NC p -7.82697076186
2 ZZ 900-1500 -10.2466516344
2 NC Pla -11.2609579663
2 NC carvalhoi -10.8554928582
2 NC x -8.29054350077
2 NC e -7.77971787701
2 NC d -7.23560627561
2 NC g -9.5562098741
2 NC f -8.90958270918
2 NC a -11.2609579663
2 NC c -8.37058620845
2 NC b -9.00966616774
2 ZZ 40_segons -10.2466516344
2 NC l -5.15059988929
2 NC o -10.5678107858
2 NC n -7.79522206354
2 NC i -10.8554928582
2 NC h -8.90958270918
2 NC k -9.75688056957
2 NC braquiür -11.2609579663
2 NP Conferència_Nacional_Catalana -10.8322304336
2 NP Proconsul -11.5253776142
2 RG Tradicionalment -8.0290605051
2 NC Pobre -11.9541051469
2 AQ corpulent -9.64378806772
2 NP Departament_de_Sociologia -11.5253776142
2 NP Katarina-Sofia -11.5253776142
2 AQ semicirculars -10.0492531758
2 NC bosc -8.45759758544
2 NP USOS_Dax -10.8322304336
2 NP A._&_Reynolds -11.5253776142
2 NP Maleme -8.81732741306
2 VM Tonga -11.1937252053
2 NP Drapion -10.8322304336
2 NP José_Roselló -11.5253776142
2 VM comptaven -10.0951129166
2 VM cridaven -11.1937252053
2 NC subfloccosus -11.9541051469
2 AQ catòlic -8.10334302677
2 NC neoprè -11.9541051469
2 VM identicats -11.1937252053
2 NP The_Peel_Sessions_EP -11.5253776142
2 NP Nàrnia -11.5253776142
2 NP Castell_de_Gaianes -11.5253776142
2 ZZ 1840-43 -10.2466516344
2 RG dia_a_dia -8.58867629304
2 NC Visites -11.9541051469
2 NC caps -8.45759758544
2 VM empipat -11.1937252053
2 NP Demòstenes -9.5794674651
2 NC slateri -10.8554928582
2 NP Prima_Materia -11.5253776142
2 AQ mercenaris -10.7424003564
2 NP Macchi_M.C. -11.5253776142
2 NC subpoblacions -11.9541051469
2 AQ explícita -10.7424003564
2 NC monàrquic -11.9541051469
2 NP Civilis -10.8322304336
2 NP Marion -11.5253776142
2 NC paquet -10.1623456777
2 VM fortifiqués -11.1937252053
2 NP Ángeles_Muñoz_Uriol -11.5253776142
2 NP Exèrcit_Popular_de_Catalunya -11.5253776142
2 NP Breidel-marsch -11.5253776142
2 NC Formació -11.9541051469
2 NP Quilowatt-hora -11.5253776142
2 NC biosíntesi -11.9541051469
2 NP Jean_Cocteau -11.5253776142
2 ZZ 978-0-9555607-0-5 -10.2466516344
2 NP Marià_Vayreda -11.5253776142
2 NP Elatea -10.8322304336
2 NP Castell_de_Benavarri -11.5253776142
2 ZZ 5904 -10.2466516344
2 NC retòric -9.18151642466
2 NP Days_Later -9.73361814493
2 ZZ 2_tones -10.2466516344
2 NP Occidental -9.73361814493
2 NP Mighty -10.8322304336
2 NP Batalla_de_Szalankamen -11.5253776142
2 VM augmentarà -11.1937252053
2 VM superant -9.11428366359
2 WW 6_de_juliol_de_2001 -8.44569718971
2 NP Sauguis -10.8322304336
2 NC milanès -11.9541051469
2 NP Jack_Mercer -11.5253776142
2 NP XXè -11.5253776142
2 NP Monestir_de_Santa_Creu -11.5253776142
2 NP Facultat_de_Teologia -11.5253776142
2 NP Sunshine -10.139083253
2 VM prengué -8.42113648303
2 NP Gogh_d'_Amsterdam -11.5253776142
2 NC intel·lectual -10.5678107858
2 NP Biennals_de_Venècia -11.5253776142
2 NP Crítiques -11.5253776142
2 NC clavat -11.9541051469
2 NP Actor -11.5253776142
2 AQ itàlica -10.0492531758
2 NP Caldes_de_Montbui -10.8322304336
2 NP Licinius_Proculus -11.5253776142
2 ZZ 125-135 -10.2466516344
2 ZZ 1372 -9.14803934578
2 VM reemplaçant -10.0951129166
2 NP Cotxinxina -9.5794674651
2 NP Wynaut -10.8322304336
2 NC elements_químics -10.8554928582
2 NC suspesos -11.9541051469
2 NP Nobili_Ecclesiastici -11.5253776142
2 NP Peeves -10.8322304336
2 NC Crisis -11.9541051469
2 NP Commonwealth_d'_Austràlia -8.58093863499
2 NP Jean_Mabire -9.91593970173
2 AQ escapan -10.7424003564
2 NP Agents -11.5253776142
2 VM semblaria -11.1937252053
2 NP Jovià -11.5253776142
2 NC filiació -11.9541051469
2 NP Paco_Bultó -11.5253776142
2 ZZ 2_m -9.55350445389
2 NP Aguilas_Harris -11.5253776142
2 ZZ 6,32 -10.2466516344
2 NP Dama_de_la_Lligacama -11.5253776142
2 NP Filip_de_Tessalònica -9.22279252117
2 ZZ 1137-1143 -10.2466516344
2 VM caigués -10.5005780247
2 NP UCI_ProTour -8.52964534061
2 NP Túpac_Amaru_I -10.8322304336
2 NC duplicació -11.9541051469
2 VM estan -6.11232084028
2 NP Chip -11.5253776142
2 NC raça -9.46919849711
2 AQ conflictives -9.64378806772
2 WW 25_de_setembre_del_1938 -8.44569718971
2 AQ belga -7.44656349038
2 NP Frank_B._Kelso_II -11.5253776142
2 VM recuperada -10.0951129166
2 VM estar -5.95728324244
2 VM estat -6.53976485511
2 NC abadessa -11.2609579663
2 NC col·legiata -11.9541051469
2 ZZ 2_% -9.55350445389
2 NP Thomas_Jones -11.5253776142
2 NP Garrigoles -11.5253776142
2 VM haurà -11.1937252053
2 NP Sant_Ireneu -11.5253776142
2 NP David_Páez -11.5253776142
2 NC lluentor -9.38915578944
2 NC musa -11.9541051469
2 NP Ramon_Barnils_de_Periodisme_d'_Investigació -11.5253776142
2 NP Hèctor -11.5253776142
2 VM ultrapassen -10.5005780247
2 NC curacions -11.9541051469
2 WW 22_de_juliol_de_1974 -8.44569718971
2 NC fresc -10.1623456777
2 NC graella -11.9541051469
2 RG batesii -9.97497065416
2 VM Establerta -11.1937252053
2 NP Manual -10.8322304336
2 NP Castell_de_Santa_Oliva -11.5253776142
2 NP Rangs_de_la_Royal_Navy -11.5253776142
2 AQ taura -10.7424003564
2 NP Monestir_de_Santa_Maria_de_Pedralbes -11.5253776142
2 ZZ 75_% -9.14803934578
2 ZZ 4.527_metres -10.2466516344
2 NP Novi_Motor -10.8322304336
2 NC produccio -11.9541051469
2 WW 28_de_gener_de_1935 -8.44569718971
2 RG fi -9.2818234736
2 VM impartint -10.5005780247
2 NC convenis -11.2609579663
2 ZZ 2,5º -10.2466516344
2 VM fabricaran -11.1937252053
2 NC esclerosi -11.9541051469
2 NP Assadour_Paris -11.5253776142
2 NC ile -11.9541051469
2 NP True_Crime -11.5253776142
2 NP Resistance -11.5253776142
2 RG nominalment -8.58867629304
2 NC trinqueter -10.5678107858
2 NP Copa_Intertoto -11.5253776142
2 NC desglaços -11.9541051469
2 VM entenem -11.1937252053
2 VM rendeixin -11.1937252053
2 NP Partit_Democràtic -10.8322304336
2 PR Que -9.34338414573
2 AQ corredís -10.7424003564
2 NC posat -11.9541051469
2 AQ crepuscular -10.7424003564
2 NP Begur -10.8322304336
2 NP École -10.8322304336
2 NP Àvia_Janou -11.5253776142
2 NC excepcionalitat -10.5678107858
2 NC dot -10.5678107858
2 NC trato -11.9541051469
2 NP Yoshiakira -11.5253776142
2 NP Asociación_Española_de_Reprografía -11.5253776142
2 NP Sèrie_B. -11.5253776142
2 NP Jocs_Pitis -11.5253776142
2 AQ tòpics -10.7424003564
2 NP Hessen -11.5253776142
2 NP Pactes_de_Família -10.139083253
2 VM observaran -11.1937252053
2 NP Uruguai -7.97002955267
2 NC dol -10.5678107858
2 NP SS-Obersturmbannführer_Wilhelm_Mohnke -11.5253776142
2 NP Tomás -10.139083253
2 ZZ 1_entre_128 -10.2466516344
2 NC clatrats -11.9541051469
2 NP Sant_Carles_de_la_Ràpita -9.91593970173
2 NP Setge_de_Montblanc -10.4267653255
2 NP Francis_Lorenzo -10.4267653255
2 NC gravámenes -11.9541051469
2 NP Roger_Ebert -11.5253776142
2 VM inundant -10.5005780247
2 NC bacteri -11.9541051469
2 NP Schlutzkrapfen -11.5253776142
2 NC besavi -10.8554928582
2 NP Tanmateix -11.5253776142
2 NP Vandel_Buster -11.5253776142
2 VM desconeixia -10.0951129166
2 VM commemorava -11.1937252053
2 NC identificació -9.31504781729
2 AQ portadores -10.7424003564
2 NP Vilanova_de_Sau -10.8322304336
2 NP Critérium -11.5253776142
2 NC guineensis -10.8554928582
2 NC remasclades -11.9541051469
2 NC landstreeken -11.9541051469
2 NC llebrers -11.2609579663
2 NC video -10.3446672345
2 NP Partit_Republicà_Italià -10.8322304336
2 NP Elateia -11.5253776142
2 NC votants -11.2609579663
2 NP Elisabet_I_d'_Anglaterra -11.5253776142
2 VM hostatjava -11.1937252053
2 NP Gilberto_Simoni -10.4267653255
2 NP Carate_Brianza -11.5253776142
2 NP Acadèmies_Pontifícies_Enllaços -11.5253776142
2 NC foguerons -11.9541051469
2 AQ el·laborats -10.7424003564
2 NP You_Win_Again -10.8322304336
2 NP HRC -11.5253776142
2 NP Antill -11.5253776142
2 NP Consell_de_el_Principat -11.5253776142
2 ZZ 1441 -8.30074148539
2 NP Pygmalion_de_Rousseau -11.5253776142
2 NP Levitaca -11.5253776142
2 ZZ Cinc_segons -9.55350445389
2 VM rehabilità -11.1937252053
2 NP Yoshiki -9.91593970173
2 NP Agen -10.8322304336
2 VM enumerades -11.1937252053
2 VM convingut -11.1937252053
2 VM afanyar -11.1937252053
2 NP Ages -11.5253776142
2 VM comeses -11.1937252053
2 NP Saló_de_Sant_Jordi_de_el_Palau_de_la_Generalitat_de_Catalunya -11.5253776142
2 NP HRE -11.5253776142
2 AQ rheophilus -10.0492531758
2 NP Phil_Vickery -11.5253776142
2 VM depenia -9.58428729283
2 NP Oreum -11.5253776142
2 ZZ 3G -10.2466516344
2 WW octubre_de_1987 -8.44569718971
2 WW octubre_de_1986 -8.44569718971
2 WW octubre_de_1980 -8.44569718971
2 AQ majoritari -10.0492531758
2 NP Barroc_Espanyol -11.5253776142
2 AQ nupcial -10.7424003564
2 NC auralensis -10.8554928582
2 NP Coupe -11.5253776142
2 VM operà -11.1937252053
2 NP Johan_Alfried_De_Laet -11.5253776142
2 NP Athens -9.73361814493
2 ZZ 2,4 -10.2466516344
2 NP Marc_Plauci_Silvà -11.5253776142
2 VM iniciaria -11.1937252053
2 NP Ajuntament_d'_Alcalà_de_Xivert -11.5253776142
2 NC goma -11.2609579663
2 NP Adolfo -11.5253776142
2 NP Ciutadans_de_Catalunya -11.5253776142
2 NP Informàtica -11.5253776142
2 AQ prophecy -10.7424003564
2 AQ norvegica -10.7424003564
2 NP Léonard_Ginsburg -11.5253776142
2 AQ commercials -10.7424003564
2 NP Revista_Musical_Catalana -11.5253776142
2 VM gestionar -9.58428729283
2 VM gestionat -10.5005780247
2 NP L'_Humanité -11.5253776142
2 VM expressa -8.99650062793
2 AQ ajustable -9.64378806772
2 NP Lilies -11.5253776142
2 NC ossificació -11.9541051469
2 NP Elaine_Robinson -11.5253776142
2 NP Julianne_Moore -10.8322304336
2 NP Mahonia -11.5253776142
2 ZZ 19:00 -10.2466516344
2 VM votat -10.0951129166
2 ZZ 57,14_% -10.2466516344
2 NC tàlveg -11.9541051469
2 NP Fill_de_Murat_I -11.5253776142
2 NP Comanda_de_Renau -11.5253776142
2 ZZ 978-84-7506-736-0 -10.2466516344
2 NP Bettino_Craxi -10.8322304336
2 NC comte-reis -11.9541051469
2 AQ tròpic -10.7424003564
2 VM compartit -9.24781505621
2 NP NET -11.5253776142
2 VM compartir -8.62877584781
2 VM compartim -11.1937252053
2 NC pisanoi -11.9541051469
2 VM desertaren -11.1937252053
2 VM sin -8.89114011227
2 NP Viktor_Krum -11.5253776142
2 NC apòcrif-gnòstic -11.9541051469
2 ZZ 13,39 -10.2466516344
2 NP Flah -11.5253776142
2 NP Flag -11.5253776142
2 ZZ 46ª -10.2466516344
2 NP Yoshimoto_Imagawa -11.5253776142
2 NP Ocupació_Aliada -11.5253776142
2 NP Soc. -11.5253776142
2 NP IX_l'_Empordà_II -11.5253776142
2 NP Network_Database -11.5253776142
2 NP Estudis_Catalans -11.5253776142
2 NP Suda_de_Lleida -11.5253776142
2 NP Erica_Martin -11.5253776142
2 VM mesuren -9.58428729283
2 NP Palomino -8.9604282567
2 NP De_Appellationibus -11.5253776142
2 VM corroborats -11.1937252053
2 NC ascenció -11.9541051469
2 NC videojugadores -11.9541051469
2 ZZ quinze_milions -10.2466516344
2 VM Erigint -11.1937252053
2 VM regularitzen -11.1937252053
2 NP Arau -11.5253776142
2 NP Ladinià -10.8322304336
2 AQ periodística -8.66295881471
2 NC maestros -11.9541051469
2 NP Batalló_Lincoln_de_la_XV_Brigada_Internacional -11.5253776142
2 NP Tèlef -11.5253776142
2 NP Guàrdia -11.5253776142
2 NP Breda -11.5253776142
2 NC simfonia -10.8554928582
2 NC castellà -7.43231656985
2 NP Die_Zeit -11.5253776142
2 AQ periodístics -9.64378806772
2 NP Rei_de_el_Turó -11.5253776142
2 VM ist -10.0951129166
2 NC neurocrani -11.2609579663
2 NP Gilan_República_Socialista_Soviètica_Persa -10.8322304336
2 NP Love -8.75278889192
2 NP Edition_de_l'_Aencre -11.5253776142
2 NC proposal -10.8554928582
2 NC reaccions -9.46919849711
2 VM degradar -11.1937252053
2 AQ esquemàtica -10.7424003564
2 NP Enfront -10.8322304336
2 NP Annali -10.8322304336
2 NP Bernat -11.5253776142
2 NP Trasllat -11.5253776142
2 NP Newhalen -11.5253776142
2 AQ aminoacídics -10.7424003564
2 NP Ghirotto -11.5253776142
2 NP Pancraci -9.73361814493
2 NC circumscripcció -11.9541051469
2 NC legalització -10.8554928582
2 NC Reforma -11.9541051469
2 VM Parau -11.1937252053
2 NP Vedius_Pollio -11.5253776142
2 WW 10_de_gener_del_2008 -8.44569718971
2 WW 30_de_juny -8.44569718971
2 NP Gala_Special_Talk -11.5253776142
2 NP The_Ashes -11.5253776142
2 NP Lúcia -11.5253776142
2 AQ obsoleta -9.64378806772
2 NP Section -11.5253776142
2 VM Regat -11.1937252053
2 NC predomini -10.8554928582
2 RG administrativament -8.18321118493
2 AQ obsolets -10.0492531758
2 NP Azkaban -10.139083253
2 NP Licinia_Junia -10.8322304336
2 NP Orde_de_el_Fènix -10.139083253
2 VM promovien -11.1937252053
2 NC virus -9.46919849711
2 NC subtinent -11.9541051469
2 NP Gogeta -10.8322304336
2 PI algun -4.90403944783
2 ZZ cinc-cents -10.2466516344
2 AQ decisiva -7.69787791867
2 NP A_Clean_Shaven_Man -11.5253776142
2 AQ micelià -10.7424003564
2 NC colonis -10.8554928582
2 NP Sra._Maudsley -11.5253776142
2 NC extrem -8.00286142832
2 NP Petrus -11.5253776142
2 NC representant -9.00966616774
2 NP Fuencaliente_de_el_Burgo -11.5253776142
2 NP Panyasis -10.8322304336
2 VM afanyà -11.1937252053
2 NP Tit_Heni_Sever -11.5253776142
2 NC extres -10.5678107858
2 NP Diputació_Foral_de_Bizkaia -10.8322304336
2 VM rivalitzaven -11.1937252053
2 NP Bleddyn -8.30650178929
2 VM transfereixen -10.5005780247
2 VM Consisteix -10.0951129166
2 NP Ordoni_II -10.8322304336
2 AQ cínic -9.13296244395
2 VM censure -11.1937252053
2 NC reyes -11.9541051469
2 VM siga -10.5005780247
2 NP Gabriel_Ferrater -10.8322304336
2 NC embalum -11.9541051469
2 NP Vicenç_d'_Espolter -11.5253776142
2 VM robat -9.58428729283
2 NC ferradures -10.8554928582
2 VM excitar -11.1937252053
2 VM robar -9.58428729283
2 VM mesclar -10.5005780247
2 NP Forza_Italia -10.8322304336
2 NP Castell_Cartoixa_de_Vallparadís -11.5253776142
2 NP Línia_C -11.5253776142
2 NC dolç -11.9541051469
2 NP Barcelona_de_Joan_Maragall -11.5253776142
2 NC impregnació -11.9541051469
2 VM queer -11.1937252053
2 NC esclat -10.1623456777
2 NP Major_Generals -11.5253776142
2 NP Cottia -11.5253776142
2 NP Thoth -11.5253776142
2 NP SS-Panzer-Division_Totenkopf -11.5253776142
2 NC xerrada -10.8554928582
2 VM consistia -8.14920276755
2 WW 22_de_febrer_de_1946 -8.44569718971
2 NP Mar_Caballero_Martínez -11.5253776142
2 NP Gats -10.8322304336
2 WW 22_de_febrer_de_1948 -8.44569718971
2 NP Vilafamés -10.8322304336
2 NP José_Pelletier -11.5253776142
2 NP Neville -9.12748234136
2 NP Argeu_I -11.5253776142
2 NP Tut -11.5253776142
2 VM respirar -10.5005780247
2 AQ londinenc -10.7424003564
2 VM alentiren -11.1937252053
2 NP Gran_Oficial_de_l'_Orde_Militar_de_Saboia -11.5253776142
2 NP Momentum -11.5253776142
2 NP Christian_Huygens -11.5253776142
2 NP Joana -10.4267653255
2 NP Peducaeus -10.8322304336
2 AQ imperant -9.64378806772
2 VM sposa -11.1937252053
2 NP SOLÀ -11.5253776142
2 NC reactius -11.9541051469
2 NC sendera -11.9541051469
2 VM inaugurà -11.1937252053
2 NP Can_Duran -11.5253776142
2 AQ fatal -9.35610599527
2 VM interparlementaria -11.1937252053
2 NC vegada -6.56503341709
2 NP Monistrol_de_Montserrat -9.73361814493
2 RG exteriorment -8.36553274172
2 NP Emperador_Menelik_II -11.5253776142
2 NP Libre-Poitou -11.5253776142
2 NP Elf_Power -10.8322304336
2 NP Charles_Nusser -11.5253776142
2 NP Pànic -10.4267653255
2 VM quicti -11.1937252053
2 NC col -10.5678107858
2 NP Luci_Papiri_Cras_IV -11.5253776142
2 NP Mal_Ganis -11.5253776142
2 NP Topfengolatsche -11.5253776142
2 WW desembre_del_1997 -8.44569718971
2 VM implorar -11.1937252053
2 NP Jay_Cox -11.5253776142
2 AQ imprevisibles -10.7424003564
2 NP Axel_Rudi_Pell -9.73361814493
2 NP Benavarri -11.5253776142
2 ZZ 34a -9.55350445389
2 VM alimentaven -11.1937252053
2 NP The_House_That_Jack_Kerouac_Built -11.5253776142
2 VM concebre -9.11428366359
2 NC pandicuto -11.2609579663
2 NP Bisbes -11.5253776142
2 NP Rànquing -10.8322304336
2 AQ bicèfala -10.0492531758
2 VM endinsaren -11.1937252053
2 RG També -4.05607679988
2 NC ablucions -11.2609579663
2 NC mutacions -11.9541051469
2 NC pampeanus -11.9541051469
2 AQ begun -10.7424003564
2 NC megalomania -11.2609579663
2 VM aliaren -9.80743084415
2 VM enfer -11.1937252053
2 NC testament -10.1623456777
2 NP Albert_Azaryan -11.5253776142
2 VM allunyats -9.80743084415
2 NP Clodiae -10.8322304336
2 NP Osmanthus -11.5253776142
2 NC civitas -11.9541051469
2 NP R._Súria -11.5253776142
2 NP Jordi_IV -10.8322304336
2 NP Furinkazan -10.8322304336
2 NP Vectibulici -10.4267653255
2 NC tit -11.2609579663
2 NP Partit_Nacional_Socialista_Alemany_de_els_Treballadors -11.5253776142
2 NP Calatí -11.5253776142
2 NC tir -9.87466360522
2 VM avorta -11.1937252053
2 NP Betty_Schaeffer -11.5253776142
2 ZZ 350_kg -10.2466516344
2 NP Quint_Cecili_Metel -10.139083253
2 VM divinitzada -10.5005780247
2 NP Please -9.5794674651
2 ZZ 345 -8.30074148539
2 ZZ 344 -9.14803934578
2 VM amerats -11.1937252053
2 ZZ 346 -8.63721372201
2 VM sobreviuen -11.1937252053
2 ZZ 340 -9.55350445389
2 ZZ 343 -9.55350445389
2 ZZ 342 -8.16721009277
2 NC semifinal -11.2609579663
2 NC tio -11.9541051469
2 ZZ 349 -9.55350445389
2 ZZ 348 -10.2466516344
2 ZZ 16.000 -8.45489216522
2 AQ federatives -10.7424003564
2 NP Julio_Caro_Baroja -11.5253776142
2 NP San_Carlino -11.5253776142
2 VM ancorats -11.1937252053
2 VM jugat -8.36051186121
2 NP Faralló -11.5253776142
2 VM jugar -6.98903258588
2 NP Endotèrmia -11.5253776142
2 ZZ 0,33_% -10.2466516344
2 NC pimes -11.9541051469
2 NP Ocells -11.5253776142
2 ZZ 687-693 -10.2466516344
2 NP B._&_Nascimento -10.8322304336
2 NP Teresa_Cunillera -11.5253776142
2 NC èmfasis -11.9541051469
2 NP Carme_Alborch_Bataller -11.5253776142
2 NP La_Louvière -11.5253776142
2 NP Riudoms -11.5253776142
2 VM resisteix -10.5005780247
2 NP Riemann -11.5253776142
2 NP Vegeta_Júnior -11.5253776142
2 VM dissenyaren -11.1937252053
2 NC cop -6.77795541433
2 NC fisiologia -10.5678107858
2 ZZ 1973_l -10.2466516344
2 NP Fokker -10.4267653255
2 NP The_Old_Lady -10.8322304336
2 NC cor -7.94677196167
2 NP Monestir_de_Santa_Maria_de_Natzaret -11.5253776142
2 VM reagrupar -10.5005780247
2 AQ filosofía -10.0492531758
2 RG simbòlicament -9.2818234736
2 AQ presumpte -10.7424003564
2 AQ presumpta -10.7424003564
2 VM suportada -11.1937252053
2 NP Títol_I -11.5253776142
2 NC leopardians -11.9541051469
2 NP Connect_Four -11.5253776142
2 NC mutex -11.9541051469
2 AQ llegendari -9.64378806772
2 VM tafanejant -11.1937252053
2 NP Mechain -10.8322304336
2 NC penyes -11.2609579663
2 ZZ 2-903122-88-1 -10.2466516344
2 NP V._Va -11.5253776142
2 ZZ 5,332 -9.55350445389
2 VM ocupà -8.48567500417
2 NP Quersonès -10.8322304336
2 NP Stenella -11.5253776142
2 NP Blanes -9.91593970173
2 NP Saccopharynx -11.5253776142
2 NC batallón -11.2609579663
2 NP Excel_Saga -10.8322304336
2 VM arrosseguen -11.1937252053
2 WW 9_de_novembre_de_1867 -8.44569718971
2 NP CAcert -11.5253776142
2 NC fosa -10.8554928582
2 NC emir -9.65152005391
2 NP Ègion -11.5253776142
2 NC myersi -11.2609579663
2 VM conclou -9.24781505621
2 NP Pobla_de_Lillet -11.5253776142
2 NP Atlàntida -10.8322304336
2 NP Tustorró -10.4267653255
2 NP Caldara -11.5253776142
2 AQ liberada -10.7424003564
2 NP Referència -10.8322304336
2 NC cites -9.75688056957
2 NP DVDs -10.4267653255
2 NC donor -11.9541051469
2 NP Doble -11.5253776142
2 NP Vintage_Sanrio -11.5253776142
2 NP Ladykillers_de_Alexander_Mackendrick -11.5253776142
2 WW desembre_de_1968 -8.44569718971
2 ZZ 84-7658-308-7 -10.2466516344
2 NC drecera -11.9541051469
2 NP Acilia_Minutia -11.5253776142
2 WW 26_de_juliol -8.44569718971
2 NC novus -11.9541051469
2 ZZ 7.000 -7.60759430483
2 VM Costa -11.1937252053
2 NP Eusebio_Cañas -11.5253776142
2 NC millores -10.0081949978
2 NP Induà -10.8322304336
2 VM conté -7.28170219984
2 AQ avar -10.7424003564
2 NP Convent_de_Santa_Margarida_la_Reial -11.5253776142
2 NP Prosecution -11.5253776142
2 AQ bicross -10.7424003564
2 NC ifornoi -11.9541051469
2 NP Castell_de_Santueri -11.5253776142
2 NP Juan_Sebastián_Elcano -11.5253776142
2 VM averi -11.1937252053
2 NP Sinceritat -11.5253776142
2 NC longituds -10.5678107858
2 VM rondava -11.1937252053
2 AQ ideològics -9.35610599527
2 NC diluvi -10.8554928582
2 NP Universitats_de_Barcelona -11.5253776142
2 AO Setè -8.1056094023
2 AQ llatina -7.85202859849
2 NP Festival_de_Blues_d'_Hondarribia -11.5253776142
2 NP Tunku_Abdul_Rahman -11.5253776142
2 AQ ideològica -9.64378806772
2 NP Universitat_de_Dijon -11.5253776142
2 AQ llatins -8.66295881471
